Order Number,Order Date,Order Time,RestID,CustLocationEasting,CustLocationNorthing
16385,12/05/2018,16:54,2,397475,284509
16384,12/05/2018,16:54,3,540848,268056
16383,12/05/2018,14:24,2,399312,275781
16382,12/05/2018,10:15,2,404908,289836
16381,12/05/2018,10:13,2,396952,291513
16380,12/05/2018,10:08,3,542114,257371
16418,12/05/2018,20:25,2,397467,279033
16412,12/05/2018,19:29,3,546281,260508
16393,12/05/2018,18:01,2,397448,281724
16409,12/05/2018,19:14,2,396436,286237
16399,12/05/2018,18:18,2,396190,289321
16419,12/05/2018,20:47,2,396057,277704
16416,12/05/2018,20:16,3,539447,256800
16411,12/05/2018,19:20,2,407332,285353
16404,12/05/2018,18:43,3,547800,260859
16403,12/05/2018,18:42,2,396938,282416
16400,12/05/2018,18:21,3,541249,257391
16397,12/05/2018,18:15,2,405350,279588
16390,12/05/2018,17:58,2,409555,280982
16414,12/05/2018,19:42,2,398967,287704
16408,12/05/2018,19:07,3,545619,263698
16405,12/05/2018,18:57,2,395717,280966
16398,12/05/2018,18:16,2,402936,278666
16396,12/05/2018,18:11,3,539565,267585
16395,12/05/2018,18:02,2,395290,280014
16394,12/05/2018,18:01,2,403535,273105
16391,12/05/2018,17:59,2,410321,282942
16387,12/05/2018,17:25,2,398993,274301
16413,12/05/2018,19:30,2,402516,282317
16410,12/05/2018,19:17,2,410950,273074
16407,12/05/2018,19:02,2,399315,277219
16386,12/05/2018,17:06,2,394856,290464
16417,12/05/2018,20:17,2,410075,284262
16379,12/05/2018,09:28,2,404421,282639
99543,13/05/2018,21:42,1,525716,186737
99531,13/05/2018,16:43,1,523769,187157
99519,13/05/2018,12:06,1,524578,183946
99518,13/05/2018,11:56,1,523490,184638
99540,13/05/2018,19:16,3,542939,264349
99533,13/05/2018,17:42,1,518942,183822
99526,13/05/2018,14:30,1,522304,183840
99542,13/05/2018,20:56,1,523963,187675
99539,13/05/2018,18:50,1,522992,184901
99537,13/05/2018,18:11,1,524924,186672
99541,13/05/2018,19:25,1,525488,186778
99536,13/05/2018,18:07,1,524707,186532
99535,13/05/2018,18:03,3,547293,256072
99534,13/05/2018,17:46,1,522514,187488
99538,13/05/2018,18:41,1,518784,187000
99530,13/05/2018,14:46,3,540436,257646
99528,13/05/2018,14:38,1,524362,187743
99527,13/05/2018,14:32,1,518221,186378
99522,13/05/2018,12:50,1,518511,184875
99532,13/05/2018,17:22,1,521977,187056
99529,13/05/2018,14:39,1,523187,183636
99525,13/05/2018,13:53,3,543205,258061
99524,13/05/2018,13:52,1,523019,185246
99520,13/05/2018,12:10,3,539516,260631
16453,13/05/2018,19:08,2,406318,280980
16450,13/05/2018,18:46,2,404184,281162
16448,13/05/2018,18:21,3,539861,255285
16446,13/05/2018,18:01,2,396553,289998
16443,13/05/2018,17:20,2,399301,273211
16431,13/05/2018,13:35,2,404587,279269
16430,13/05/2018,13:32,2,402110,286638
16429,13/05/2018,13:23,2,406068,283307
16428,13/05/2018,13:09,3,542047,264887
16444,13/05/2018,17:38,3,544323,268021
16421,13/05/2018,01:20,2,407666,280892
16457,13/05/2018,20:20,2,399446,280043
16449,13/05/2018,18:25,2,406690,289975
16456,13/05/2018,20:06,3,543526,260455
16452,13/05/2018,18:55,3,545233,265608
16445,13/05/2018,17:45,2,402508,290232
16442,13/05/2018,17:02,2,398636,282110
16455,13/05/2018,19:29,2,404985,275949
16447,13/05/2018,18:10,2,411818,289517
16459,13/05/2018,20:40,2,404256,279809
16458,13/05/2018,20:34,2,411147,276976
16454,13/05/2018,19:23,2,413231,290189
16440,13/05/2018,16:00,3,540542,261340
16439,13/05/2018,15:35,2,413291,286499
16438,13/05/2018,15:34,2,396263,278141
16437,13/05/2018,15:14,2,407228,273273
16436,13/05/2018,14:15,3,540314,263312
16435,13/05/2018,14:11,2,406372,274754
16434,13/05/2018,14:08,2,408488,281962
16433,13/05/2018,14:04,2,398278,287750
16451,13/05/2018,18:55,2,409327,285999
16441,13/05/2018,16:03,2,404458,277217
16432,13/05/2018,13:57,3,541358,258996
99545,14/05/2018,19:08,3,542671,258336
99544,14/05/2018,12:22,1,518512,184950
16460,14/05/2018,17:04,3,540013,263456
16464,14/05/2018,20:32,3,542722,259627
16463,14/05/2018,19:41,2,401601,279338
16462,14/05/2018,19:40,2,409553,289987
16461,14/05/2018,18:14,2,396982,288295
99551,15/05/2018,20:35,1,520024,182500
99550,15/05/2018,20:02,3,547111,262058
99548,15/05/2018,19:26,1,520317,183177
99547,15/05/2018,18:01,1,522185,184116
99549,15/05/2018,19:27,1,522980,185634
16467,15/05/2018,18:22,2,404019,283114
16466,15/05/2018,18:21,2,402543,292091
16465,15/05/2018,17:41,2,403277,275094
99554,16/05/2018,17:51,1,524095,184220
99553,16/05/2018,17:37,1,524210,187082
99558,16/05/2018,19:08,1,525020,185278
99555,16/05/2018,17:56,3,539580,256980
99557,16/05/2018,18:33,1,519353,186856
99556,16/05/2018,18:00,1,520013,182608
99552,16/05/2018,17:06,1,523165,187070
99559,16/05/2018,19:27,1,521741,184901
16472,16/05/2018,19:08,3,541925,258016
16470,16/05/2018,18:34,2,408322,283555
16474,16/05/2018,19:55,2,408026,288413
16469,16/05/2018,18:23,2,412048,281761
16475,16/05/2018,20:10,2,411972,277152
16473,16/05/2018,19:12,2,413657,285160
16468,16/05/2018,17:00,3,543248,264933
16476,16/05/2018,20:17,3,540767,257252
16471,16/05/2018,19:01,2,413048,277334
99571,17/05/2018,22:15,1,525021,187887
99569,17/05/2018,20:31,1,519496,183542
99568,17/05/2018,20:20,1,519495,182758
99565,17/05/2018,19:05,3,548323,264124
99570,17/05/2018,21:04,3,548031,264191
99567,17/05/2018,19:57,1,523006,187389
99566,17/05/2018,19:56,1,521343,186219
99564,17/05/2018,18:29,1,518343,187394
99562,17/05/2018,17:07,1,519754,182617
99563,17/05/2018,17:47,1,524982,185743
99561,17/05/2018,13:09,1,525076,187925
16482,17/05/2018,19:02,2,396926,291618
16481,17/05/2018,19:00,2,402891,279776
16477,17/05/2018,17:23,2,403265,280774
16479,17/05/2018,18:35,2,402011,278086
16484,17/05/2018,21:23,3,540917,255726
16483,17/05/2018,19:30,2,395915,282006
16480,17/05/2018,18:37,3,547984,268336
16478,17/05/2018,18:05,2,397434,284424
99577,18/05/2018,19:44,1,522489,184175
99574,18/05/2018,19:11,1,519744,184203
99579,18/05/2018,22:07,1,520266,186634
99578,18/05/2018,21:13,1,518987,186836
99576,18/05/2018,19:20,1,521829,184472
99575,18/05/2018,19:19,3,545602,255562
99573,18/05/2018,19:10,1,521484,187794
99572,18/05/2018,19:03,1,525783,187214
16520,18/05/2018,22:39,3,547887,267173
16519,18/05/2018,21:51,2,406148,274718
16518,18/05/2018,21:37,2,396350,285921
16515,18/05/2018,20:18,2,410126,291514
16508,18/05/2018,19:24,3,543858,256913
16506,18/05/2018,19:09,2,411709,291635
16501,18/05/2018,18:46,2,396349,279521
16500,18/05/2018,18:43,3,540666,258396
16498,18/05/2018,18:36,2,401417,279146
16497,18/05/2018,18:29,2,413276,275907
16496,18/05/2018,18:28,3,547351,260692
16488,18/05/2018,17:36,3,543337,257370
16486,18/05/2018,16:29,2,407943,282822
16516,18/05/2018,20:21,3,542056,260358
16517,18/05/2018,21:16,2,406920,275172
16513,18/05/2018,20:15,2,410223,278996
16512,18/05/2018,20:12,3,541837,259920
16510,18/05/2018,19:45,2,408042,281807
16504,18/05/2018,19:03,3,547082,265558
16494,18/05/2018,18:21,2,412093,275711
16493,18/05/2018,18:08,2,409724,289150
16492,18/05/2018,18:03,3,547508,262400
16491,18/05/2018,18:01,2,404806,290189
16490,18/05/2018,17:56,2,411182,280669
16489,18/05/2018,17:39,2,412034,282403
16509,18/05/2018,19:34,2,410286,279002
16507,18/05/2018,19:12,2,401123,291204
16487,18/05/2018,17:16,2,401369,275088
16485,18/05/2018,16:07,2,402445,287061
16514,18/05/2018,20:16,2,398664,285975
16505,18/05/2018,19:07,2,412096,275205
16503,18/05/2018,18:50,2,399267,285371
16511,18/05/2018,19:52,2,412419,288463
16495,18/05/2018,18:25,2,410858,286888
16499,18/05/2018,18:41,2,397454,284179
16502,18/05/2018,18:49,2,405128,290579
99592,19/05/2018,20:46,1,520698,187300
99589,19/05/2018,19:35,1,521835,187805
99588,19/05/2018,19:22,1,525831,183518
99582,19/05/2018,17:39,1,521057,185660
99591,19/05/2018,20:25,1,524275,183154
99590,19/05/2018,19:51,3,542168,259608
99585,19/05/2018,18:59,3,548328,266199
99583,19/05/2018,18:10,1,519696,182679
99584,19/05/2018,18:33,1,524050,188061
99581,19/05/2018,13:35,1,519052,187940
99580,19/05/2018,13:15,3,542489,259302
99587,19/05/2018,19:18,1,521885,186691
99586,19/05/2018,19:03,1,524813,183917
16556,19/05/2018,20:35,3,544626,261008
16548,19/05/2018,19:40,3,546222,256068
16547,19/05/2018,19:31,2,404476,284188
16545,19/05/2018,19:19,2,405654,278918
16544,19/05/2018,19:07,3,544208,255129
16538,19/05/2018,18:45,2,412978,276716
16535,19/05/2018,18:23,2,407153,274266
16534,19/05/2018,18:10,2,400674,274000
16533,19/05/2018,17:57,2,396922,279008
16526,19/05/2018,12:46,2,410359,283052
16524,19/05/2018,10:14,3,546403,267969
16523,19/05/2018,10:07,2,396550,290632
16552,19/05/2018,20:17,3,544400,267559
16525,19/05/2018,10:26,2,412247,285182
16553,19/05/2018,20:18,2,411422,278640
16550,19/05/2018,19:57,2,402604,281219
16549,19/05/2018,19:48,2,396139,281051
16543,19/05/2018,19:07,2,413244,274527
16542,19/05/2018,19:05,2,411896,278648
16541,19/05/2018,19:02,2,404230,279159
16540,19/05/2018,19:00,3,545703,262713
16536,19/05/2018,18:24,3,547488,255648
16532,19/05/2018,17:51,3,543109,268338
16530,19/05/2018,17:00,2,401286,284259
16560,19/05/2018,21:03,3,546242,264186
16559,19/05/2018,20:54,2,409006,281606
16558,19/05/2018,20:44,2,400820,277363
16557,19/05/2018,20:35,2,404904,276869
16555,19/05/2018,20:35,2,395907,289457
16551,19/05/2018,20:00,2,401053,279957
16546,19/05/2018,19:21,2,413041,280691
16539,19/05/2018,18:52,2,400159,281193
16537,19/05/2018,18:27,2,413799,276429
16528,19/05/2018,15:00,3,540304,262359
16554,19/05/2018,20:23,2,405214,284086
16529,19/05/2018,16:50,2,410457,287408
16521,19/05/2018,01:41,2,406115,277247
16531,19/05/2018,17:41,2,411190,288192
16527,19/05/2018,14:46,2,404956,290372
99602,20/05/2018,18:45,1,519414,186536
99598,20/05/2018,18:07,1,522611,185598
99596,20/05/2018,17:35,1,520301,184595
99606,20/05/2018,20:09,1,519670,183156
99603,20/05/2018,18:54,1,519194,184491
99601,20/05/2018,18:38,1,523820,186249
99600,20/05/2018,18:36,3,539757,261562
99599,20/05/2018,18:21,1,519436,186208
99595,20/05/2018,17:03,3,545501,257562
99607,20/05/2018,21:21,1,524165,186352
99605,20/05/2018,19:23,3,541803,264490
99594,20/05/2018,12:16,1,523321,183239
99593,20/05/2018,00:02,1,524461,186167
99604,20/05/2018,19:11,1,522627,185547
99597,20/05/2018,17:59,1,523962,187283
16581,20/05/2018,21:21,2,399367,278137
16580,20/05/2018,20:45,3,543196,261924
16576,20/05/2018,19:38,3,544985,263405
16575,20/05/2018,19:25,2,404256,279811
16572,20/05/2018,18:27,3,541683,268031
16567,20/05/2018,17:46,2,394748,278673
16565,20/05/2018,17:37,2,401862,278951
16574,20/05/2018,19:16,2,407847,289731
16563,20/05/2018,10:23,2,394780,281122
16562,20/05/2018,10:22,2,408724,279995
16571,20/05/2018,17:59,2,396197,283786
16568,20/05/2018,17:49,3,540800,267150
16566,20/05/2018,17:39,2,407360,280946
16579,20/05/2018,20:38,2,412963,273417
16577,20/05/2018,19:49,2,399275,284962
16570,20/05/2018,17:56,2,406564,282913
16582,20/05/2018,21:31,2,408622,274695
16578,20/05/2018,20:33,2,400330,283668
16573,20/05/2018,19:14,2,401071,286703
16569,20/05/2018,17:55,2,403987,277875
16564,20/05/2018,14:13,3,541532,261433
16561,20/05/2018,10:15,2,398372,281663
99610,21/05/2018,18:11,3,545224,267453
99608,21/05/2018,17:46,1,520585,184094
99611,21/05/2018,18:15,1,523637,183858
99609,21/05/2018,18:09,1,522065,187402
99612,21/05/2018,19:06,1,518954,185305
99613,21/05/2018,22:15,1,521591,184185
16584,21/05/2018,18:57,3,545443,255767
16585,21/05/2018,20:21,2,407796,277911
16587,21/05/2018,20:52,2,406598,285500
16583,21/05/2018,17:50,2,399309,290410
16586,21/05/2018,20:38,2,406173,276945
99619,22/05/2018,19:42,1,525828,186513
99617,22/05/2018,17:50,1,520446,186964
99618,22/05/2018,18:54,1,524217,183995
99616,22/05/2018,12:28,1,520088,187428
99615,22/05/2018,12:18,3,545585,264314
99620,22/05/2018,19:46,3,542488,261082
99614,22/05/2018,12:16,1,522949,185575
16589,22/05/2018,19:15,2,394880,289889
16588,22/05/2018,18:06,3,545813,261515
99621,23/05/2018,17:17,1,518945,182594
99627,23/05/2018,20:34,1,522843,183769
99626,23/05/2018,19:58,1,524300,182990
99625,23/05/2018,19:31,3,542553,257231
99624,23/05/2018,18:47,1,520124,183508
99622,23/05/2018,18:00,1,522140,185592
99623,23/05/2018,18:41,1,522585,187005
16591,23/05/2018,18:48,2,397134,288762
16594,23/05/2018,20:00,2,402025,278310
16593,23/05/2018,19:31,2,404240,285984
16596,23/05/2018,20:53,3,539569,267346
16595,23/05/2018,20:38,2,406464,287849
16590,23/05/2018,17:53,2,409523,292029
16592,23/05/2018,19:27,3,539566,267827
99639,24/05/2018,21:16,1,522154,182348
99634,24/05/2018,20:22,1,523904,186469
99631,24/05/2018,19:07,1,521983,187043
99629,24/05/2018,18:34,1,523672,184578
99637,24/05/2018,20:53,1,523683,186455
99633,24/05/2018,19:40,1,520113,186582
99630,24/05/2018,18:49,3,542754,263423
99628,24/05/2018,18:15,1,522820,183472
99640,24/05/2018,22:02,3,539593,258816
99635,24/05/2018,20:38,3,547413,259555
99632,24/05/2018,19:22,1,522811,187482
99638,24/05/2018,21:11,1,520385,187499
99636,24/05/2018,20:45,1,524197,185998
16613,24/05/2018,20:28,2,406227,277501
16606,24/05/2018,19:06,2,406605,276119
16600,24/05/2018,17:55,3,544624,262613
16598,24/05/2018,17:43,2,402512,276351
16604,24/05/2018,18:50,3,541580,259774
16612,24/05/2018,20:02,3,544479,257041
16603,24/05/2018,18:48,2,413043,283737
16614,24/05/2018,20:42,2,395001,291925
16609,24/05/2018,19:31,2,396339,279944
16611,24/05/2018,19:43,2,396978,278888
16608,24/05/2018,19:31,3,542684,258478
16607,24/05/2018,19:16,2,407992,273881
16605,24/05/2018,19:00,2,405018,287476
16599,24/05/2018,17:44,2,403108,280928
16597,24/05/2018,17:12,2,402609,284256
16610,24/05/2018,19:36,2,396194,276467
16601,24/05/2018,18:28,2,400749,285972
16602,24/05/2018,18:43,2,413323,282287
99659,25/05/2018,22:05,1,522231,187409
99657,25/05/2018,21:38,1,521246,184656
99653,25/05/2018,20:04,1,519940,183244
99652,25/05/2018,19:44,1,518614,183421
99651,25/05/2018,19:12,1,521256,182372
99650,25/05/2018,19:00,3,544403,262139
99645,25/05/2018,17:51,3,543118,265132
99644,25/05/2018,17:46,1,519324,182879
99649,25/05/2018,18:49,1,518337,185479
99647,25/05/2018,18:35,1,523682,187921
99658,25/05/2018,22:01,1,519268,184980
99648,25/05/2018,18:42,1,518414,183824
99641,25/05/2018,12:39,1,524734,185646
99656,25/05/2018,21:29,1,524512,185641
99654,25/05/2018,20:42,1,520816,183579
99643,25/05/2018,17:46,1,519905,184287
99646,25/05/2018,18:01,1,524374,183951
99642,25/05/2018,17:30,1,524706,187177
16640,25/05/2018,20:26,3,539643,258825
16638,25/05/2018,19:57,2,407385,278165
16637,25/05/2018,19:31,2,402553,276354
16636,25/05/2018,19:24,3,544918,263159
16635,25/05/2018,19:14,2,408382,279660
16633,25/05/2018,19:11,2,404133,290784
16625,25/05/2018,17:54,2,408956,274963
16643,25/05/2018,21:08,2,402377,286278
16627,25/05/2018,18:27,2,410153,282056
16624,25/05/2018,17:35,3,540222,267465
16616,25/05/2018,10:47,3,542012,263509
16634,25/05/2018,19:13,2,394325,282019
16622,25/05/2018,17:27,2,409372,283718
16645,25/05/2018,22:36,2,395881,286983
16642,25/05/2018,21:05,2,412635,281769
16641,25/05/2018,20:51,2,406912,287132
16639,25/05/2018,20:06,2,400489,288980
16628,25/05/2018,18:32,3,541915,265748
16615,25/05/2018,08:58,2,394743,291827
16644,25/05/2018,21:11,3,540384,266415
16632,25/05/2018,19:08,3,544573,255368
16631,25/05/2018,19:02,2,401035,282818
16630,25/05/2018,18:54,2,397889,279973
16626,25/05/2018,17:56,2,397219,288702
16623,25/05/2018,17:30,2,411438,274639
16620,25/05/2018,16:40,3,547027,261618
16619,25/05/2018,15:09,2,410753,288536
16621,25/05/2018,16:59,2,394497,287201
16646,25/05/2018,22:47,2,397553,274115
16629,25/05/2018,18:50,2,402032,289626
16618,25/05/2018,14:11,2,409927,288401
16617,25/05/2018,14:03,2,396450,281389
99676,26/05/2018,19:48,1,518636,183098
99674,26/05/2018,19:17,1,525305,184028
99673,26/05/2018,19:11,1,521197,186521
99672,26/05/2018,19:05,1,521422,184278
99670,26/05/2018,18:48,3,541459,260961
99668,26/05/2018,18:20,1,525667,182644
99665,26/05/2018,17:40,3,545422,257341
99664,26/05/2018,17:36,1,523310,184705
99661,26/05/2018,17:07,1,523200,183346
99679,26/05/2018,20:34,1,522085,183256
99671,26/05/2018,18:57,1,522537,184985
99675,26/05/2018,19:35,3,541017,256935
99667,26/05/2018,17:51,1,522895,185418
99682,26/05/2018,20:55,1,521369,186850
99680,26/05/2018,20:44,3,543416,268129
99677,26/05/2018,19:53,1,521579,185155
99663,26/05/2018,17:27,1,523647,184580
99662,26/05/2018,17:10,1,522830,187980
99681,26/05/2018,20:47,1,522114,182650
99678,26/05/2018,20:29,1,519696,185143
99669,26/05/2018,18:40,1,518534,185425
99666,26/05/2018,17:41,1,520666,186174
16682,26/05/2018,21:50,2,409551,286766
16679,26/05/2018,20:03,2,400555,273994
16675,26/05/2018,19:30,2,405319,289396
16674,26/05/2018,19:27,2,395349,284571
16673,26/05/2018,19:24,2,399271,284995
16669,26/05/2018,18:53,2,409480,285074
16664,26/05/2018,18:14,3,541634,262114
16660,26/05/2018,18:01,3,546948,262840
16657,26/05/2018,17:51,2,408973,285878
16655,26/05/2018,17:45,2,402212,274506
16650,26/05/2018,17:05,2,397285,281017
16647,26/05/2018,11:05,2,411000,286739
16676,26/05/2018,19:35,3,540335,255868
16672,26/05/2018,19:10,3,541662,258081
16668,26/05/2018,18:52,3,542952,268182
16667,26/05/2018,18:44,2,396470,279482
16663,26/05/2018,18:14,2,398434,279065
16661,26/05/2018,18:14,2,398182,290758
16659,26/05/2018,17:56,2,413923,287712
16656,26/05/2018,17:47,3,544958,259876
16677,26/05/2018,19:46,2,403574,282361
16681,26/05/2018,21:26,2,412423,283271
16678,26/05/2018,20:01,2,406990,278678
16671,26/05/2018,19:04,2,408835,274106
16666,26/05/2018,18:34,2,395127,282490
16665,26/05/2018,18:15,2,395373,273071
16654,26/05/2018,17:42,2,396512,282391
16653,26/05/2018,17:42,2,400526,290674
16651,26/05/2018,17:19,2,411917,280691
16680,26/05/2018,20:07,3,546840,255698
16670,26/05/2018,18:57,2,406545,275917
16662,26/05/2018,18:14,2,395710,282545
16658,26/05/2018,17:54,2,400064,284629
16652,26/05/2018,17:29,3,547262,265098
16649,26/05/2018,16:55,2,399483,280389
16648,26/05/2018,15:53,3,539533,256503
16683,26/05/2018,22:30,2,405846,286462
99691,27/05/2018,19:17,1,519730,186990
99692,27/05/2018,19:34,1,518274,187788
99686,27/05/2018,17:26,1,519625,187370
99695,27/05/2018,21:54,3,545959,262113
99693,27/05/2018,19:45,1,525908,186183
99688,27/05/2018,17:54,1,520605,183990
99683,27/05/2018,13:43,1,518342,182559
99694,27/05/2018,21:19,1,522079,183457
99690,27/05/2018,18:50,3,544429,261492
99689,27/05/2018,18:00,1,525589,187057
99687,27/05/2018,17:41,1,519014,183763
99685,27/05/2018,14:15,3,545219,256512
99684,27/05/2018,13:53,1,522620,185129
99696,27/05/2018,22:46,1,522141,184740
16698,27/05/2018,21:23,2,407732,288550
16696,27/05/2018,19:32,3,547957,256430
16688,27/05/2018,18:09,3,547411,263042
16700,27/05/2018,21:58,3,542921,267207
16691,27/05/2018,18:36,2,404469,291425
16686,27/05/2018,15:49,2,396990,287976
16695,27/05/2018,19:27,2,413294,275857
16694,27/05/2018,19:19,2,405840,288235
16687,27/05/2018,17:43,2,395861,276052
16699,27/05/2018,21:24,2,403497,286183
16697,27/05/2018,20:24,2,412204,274991
16692,27/05/2018,18:55,3,548405,264147
16690,27/05/2018,18:30,2,395713,282802
16689,27/05/2018,18:13,2,399723,290431
16693,27/05/2018,19:15,2,395171,277731
16685,27/05/2018,13:30,2,412005,286849
99704,28/05/2018,20:17,1,521368,185531
99700,28/05/2018,18:54,3,541241,255605
99703,28/05/2018,19:36,1,524004,187748
99706,28/05/2018,20:39,1,519541,184921
99702,28/05/2018,19:29,1,520310,187537
99701,28/05/2018,18:58,1,523330,186983
99698,28/05/2018,18:26,1,521222,185413
99697,28/05/2018,17:55,1,522341,182490
99699,28/05/2018,18:40,1,522949,187771
99705,28/05/2018,20:19,3,540110,263756
16718,28/05/2018,22:32,2,412476,281296
16713,28/05/2018,18:47,2,409184,286778
16704,28/05/2018,17:03,3,545048,257472
16715,28/05/2018,19:15,2,406224,281916
16711,28/05/2018,18:38,2,403778,273022
16710,28/05/2018,18:35,2,407138,281536
16702,28/05/2018,15:54,2,394544,277295
16705,28/05/2018,17:25,2,399216,281510
16707,28/05/2018,17:56,2,402321,278055
16706,28/05/2018,17:29,2,399879,284637
16716,28/05/2018,19:22,3,547338,261010
16714,28/05/2018,18:51,2,394575,274399
16708,28/05/2018,18:06,3,547687,266461
16703,28/05/2018,16:53,2,410066,277207
16717,28/05/2018,21:08,2,402370,280079
16709,28/05/2018,18:23,2,404133,281422
16712,28/05/2018,18:46,3,545785,266006
16701,28/05/2018,13:19,2,395864,283274
99719,29/05/2018,22:17,1,523788,187760
99716,29/05/2018,20:24,1,520291,183232
99714,29/05/2018,19:35,1,522009,186634
99717,29/05/2018,20:50,1,522385,186673
99711,29/05/2018,19:19,1,518290,182611
99710,29/05/2018,18:53,3,544160,268421
99720,29/05/2018,22:34,3,540038,258283
99718,29/05/2018,21:15,1,519391,187601
99713,29/05/2018,19:30,1,519891,183091
99709,29/05/2018,18:22,1,520496,182438
99708,29/05/2018,18:16,1,519708,187587
99707,29/05/2018,17:12,1,519068,183772
99712,29/05/2018,19:20,1,525611,182789
99715,29/05/2018,19:42,3,547817,256962
16726,29/05/2018,18:56,2,401519,278029
16719,29/05/2018,17:33,2,400655,287878
16731,29/05/2018,21:05,2,406533,278700
16730,29/05/2018,20:42,2,394519,283576
16723,29/05/2018,18:30,2,400009,283508
16729,29/05/2018,20:24,2,406014,282343
16727,29/05/2018,19:38,2,394858,278428
16724,29/05/2018,18:33,3,544834,265506
16720,29/05/2018,17:59,3,540882,259774
16728,29/05/2018,19:45,3,543923,256347
16722,29/05/2018,18:20,2,403375,290097
16721,29/05/2018,18:15,2,398083,274103
16725,29/05/2018,18:40,2,396179,279076
16732,29/05/2018,21:54,3,545553,261865
16733,29/05/2018,21:59,2,407176,275631
99726,30/05/2018,18:51,1,518247,186200
99724,30/05/2018,17:59,1,520487,183654
99723,30/05/2018,17:58,1,518994,186951
99730,30/05/2018,22:45,3,545951,259048
99729,30/05/2018,20:22,1,519661,183138
99728,30/05/2018,20:01,1,519151,185262
99727,30/05/2018,19:43,1,523245,187782
99725,30/05/2018,18:44,3,539900,262967
99722,30/05/2018,17:38,1,525419,186946
99721,30/05/2018,17:32,1,522101,185612
16739,30/05/2018,19:18,2,410398,284901
16737,30/05/2018,18:54,2,411154,281837
16734,30/05/2018,15:55,2,411935,277606
16735,30/05/2018,18:16,2,394271,276992
16742,30/05/2018,22:38,2,410876,276735
16738,30/05/2018,18:59,2,403009,284848
16740,30/05/2018,19:30,3,541331,267904
16736,30/05/2018,18:25,3,546547,261169
16741,30/05/2018,21:47,2,408677,288658
16743,30/05/2018,22:52,2,409295,280224
99741,31/05/2018,22:26,1,519556,185430
99736,31/05/2018,19:02,1,523034,183240
99735,31/05/2018,18:59,3,548095,257330
99734,31/05/2018,18:44,1,519678,186419
99733,31/05/2018,18:23,1,521605,183154
99738,31/05/2018,19:34,1,525796,187242
99740,31/05/2018,21:08,3,547247,266285
99739,31/05/2018,20:33,1,520155,185737
99737,31/05/2018,19:17,1,518524,183043
99732,31/05/2018,17:43,1,523231,184801
99731,31/05/2018,14:54,1,520083,184578
16755,31/05/2018,20:20,2,398838,286912
16752,31/05/2018,19:31,3,547600,257144
16751,31/05/2018,19:19,2,413816,277387
16750,31/05/2018,19:16,2,400887,277083
16746,31/05/2018,18:18,2,402300,282860
16754,31/05/2018,19:59,2,405933,277196
16744,31/05/2018,17:21,3,541551,261144
16756,31/05/2018,21:33,3,544437,255709
16753,31/05/2018,19:49,2,406675,274609
16747,31/05/2018,18:18,2,398186,274520
16745,31/05/2018,17:53,2,412754,281174
16749,31/05/2018,19:09,2,413322,290295
16748,31/05/2018,18:19,3,541168,267800
99752,01/06/2018,19:12,1,519132,183662
99748,01/06/2018,18:16,1,522084,183342
99747,01/06/2018,18:14,1,519139,183192
99751,01/06/2018,19:11,1,523661,187884
99750,01/06/2018,19:09,3,542098,256014
99749,01/06/2018,18:57,1,525961,185754
99744,01/06/2018,17:50,1,518979,186399
99754,01/06/2018,19:25,1,522677,185372
99753,01/06/2018,19:20,1,521036,183754
99746,01/06/2018,17:58,1,523300,184326
99757,01/06/2018,21:01,1,525761,187198
99756,01/06/2018,20:29,1,525982,186351
99745,01/06/2018,17:51,3,542308,266762
99743,01/06/2018,17:42,1,522501,187890
99742,01/06/2018,17:19,1,524497,186706
99755,01/06/2018,19:34,3,543439,256598
16778,01/06/2018,20:15,2,409864,291131
16777,01/06/2018,19:57,2,399579,285908
16775,01/06/2018,19:52,2,399682,276759
16773,01/06/2018,19:41,2,395296,283091
16765,01/06/2018,18:55,2,400382,280276
16780,01/06/2018,20:34,3,548306,260289
16764,01/06/2018,18:29,3,544789,258334
16760,01/06/2018,18:17,3,543239,263687
16781,01/06/2018,20:38,2,412552,284578
16768,01/06/2018,19:01,3,541621,266571
16758,01/06/2018,17:40,2,397133,283036
16757,01/06/2018,17:40,2,411369,281583
16784,01/06/2018,22:30,3,546202,256293
16783,01/06/2018,21:39,2,399570,289953
16782,01/06/2018,21:29,2,400789,274169
16779,01/06/2018,20:30,2,413567,284514
16776,01/06/2018,19:57,3,540886,267309
16772,01/06/2018,19:21,3,539566,258892
16771,01/06/2018,19:11,2,407204,285623
16767,01/06/2018,19:01,2,397608,281097
16766,01/06/2018,18:56,2,401885,277330
16762,01/06/2018,18:27,2,396198,273202
16761,01/06/2018,18:24,2,396037,290644
16759,01/06/2018,17:47,2,408770,276081
16763,01/06/2018,18:29,2,409250,278000
16770,01/06/2018,19:06,2,399683,275433
16769,01/06/2018,19:03,2,397342,275952
99772,02/06/2018,19:50,1,520794,186193
99770,02/06/2018,19:24,3,543233,256737
99767,02/06/2018,18:59,1,520063,185057
99773,02/06/2018,20:00,1,519443,186318
99771,02/06/2018,19:42,1,522847,187565
99768,02/06/2018,19:16,1,518755,186282
99774,02/06/2018,20:09,1,520339,186960
99769,02/06/2018,19:22,1,524316,187168
99763,02/06/2018,18:42,1,520723,187149
99761,02/06/2018,18:30,1,523832,184126
99775,02/06/2018,21:33,3,544115,258111
